Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
32,5,2013-12-20,5896,659,1,1,0,0
33,5,2013-12-20,11941,1050,1,1,0,0
34,5,2013-12-20,11881,1299,1,1,0,0
35,5,2013-12-20,15362,1032,1,1,0,0
36,5,2013-12-20,11534,1188,1,1,0,0
37,5,2013-12-20,13709,1254,1,1,0,0
38,5,2013-12-20,9174,743,1,1,0,0
39,5,2013-12-20,6960,842,1,1,0,0
40,5,2013-12-20,8059,1082,1,1,0,0
41,5,2013-12-20,9358,619,1,1,0,0
42,5,2013-12-20,15996,1542,1,1,0,0
43,5,2013-12-20,11736,947,1,1,0,0
44,5,2013-12-20,8652,936,1,1,0,0
45,5,2013-12-20,9342,651,1,1,0,0
46,5,2013-12-20,8651,946,1,1,0,0
47,5,2013-12-20,10046,1178,1,1,0,1
48,5,2013-12-20,6082,646,1,1,0,1
49,5,2013-12-20,11904,794,1,1,0,0
50,5,2013-12-20,7334,519,1,1,0,0
51,5,2013-12-20,11814,781,1,1,0,0
52,5,2013-12-20,14884,882,1,1,0,0
53,5,2013-12-20,10465,976,1,1,0,0
54,5,2013-12-20,13675,1159,1,1,0,0
55,5,2013-12-20,7848,914,1,1,0,0
56,5,2013-12-20,10938,716,1,1,0,0
57,5,2013-12-20,20144,1640,1,1,0,0
58,5,2013-12-20,9422,704,1,1,0,0
59,5,2013-12-20,8695,815,1,1,0,0
60,5,2013-12-20,12961,1059,1,1,0,0
61,5,2013-12-20,7367,830,1,1,0,0
62,5,2013-12-20,9596,989,1,1,0,0
63,5,2013-12-20,11236,973,1,1,0,0
64,5,2013-12-20,16271,1161,1,1,0,0
65,5,2013-12-20,9245,724,1,1,0,0
66,5,2013-12-20,9268,717,1,1,0,0
67,5,2013-12-20,10820,1048,1,1,0,0
68,5,2013-12-20,12984,1850,1,1,0,0
69,5,2013-12-20,17996,1940,1,1,0,0
70,5,2013-12-20,10554,1032,1,1,0,0
71,5,2013-12-20,15577,1253,1,1,0,0
72,5,2013-12-20,6655,657,1,1,0,0
73,5,2013-12-20,7829,719,1,1,0,0
74,5,2013-12-20,10973,1368,1,1,0,0
75,5,2013-12-20,10054,946,1,1,0,0
76,5,2013-12-20,14629,1287,1,1,0,0
77,5,2013-12-20,11902,993,1,1,0,0
78,5,2013-12-20,6485,732,1,1,0,0
79,5,2013-12-20,8423,806,1,1,0,0
80,5,2013-12-20,11828,877,1,1,0,0
81,5,2013-12-20,8699,710,1,1,0,0
82,5,2013-12-20,15316,1448,1,1,0,0
83,5,2013-12-20,6275,513,1,1,0,0
84,5,2013-12-20,20529,1994,1,1,0,0
85,5,2013-12-20,8917,1124,1,1,0,0
86,5,2013-12-20,7778,930,1,1,0,0
87,5,2013-12-20,7621,823,1,1,0,0
88,5,2013-12-20,10576,926,1,1,0,0
89,5,2013-12-20,8529,847,1,1,0,0
90,5,2013-12-20,13792,1590,1,1,0,0
91,5,2013-12-20,10235,1050,1,1,0,0
92,5,2013-12-20,9555,760,1,1,0,0
93,5,2013-12-20,10724,1068,1,1,0,0
94,5,2013-12-20,10586,910,1,1,0,0
95,5,2013-12-20,14642,1348,1,1,0,0
96,5,2013-12-20,9208,818,1,1,0,0
97,5,2013-12-20,11528,1041,1,1,0,0
98,5,2013-12-20,8932,732,1,1,0,0
99,5,2013-12-20,7908,638,1,1,0,0
1,4,2013-12-19,6788,782,1,1,0,0
2,4,2013-12-19,8559,823,1,1,0,0
3,4,2013-12-19,10463,1105,1,1,0,0
4,4,2013-12-19,13259,1788,1,1,0,0
5,4,2013-12-19,8331,818,1,1,0,0
6,4,2013-12-19,8291,840,1,1,0,0
7,4,2013-12-19,12051,1163,1,1,0,0
8,4,2013-12-19,7867,908,1,1,0,0
9,4,2013-12-19,8222,673,1,1,0,0
10,4,2013-12-19,7536,777,1,1,0,0
11,4,2013-12-19,16402,1976,1,1,0,0
12,4,2013-12-19,11470,1300,1,1,0,0
13,4,2013-12-19,8004,551,1,1,0,0
14,4,2013-12-19,7529,775,1,1,0,0
15,4,2013-12-19,9365,873,1,1,0,0
16,4,2013-12-19,10754,1112,1,1,0,0
17,4,2013-12-19,11216,1191,1,1,0,0
18,4,2013-12-19,10863,1003,1,1,0,0
19,4,2013-12-19,9121,795,1,1,0,0
20,4,2013-12-19,11630,1218,1,1,0,0
21,4,2013-12-19,8838,707,1,1,0,0
22,4,2013-12-19,7893,811,1,1,0,0
23,4,2013-12-19,10011,771,1,1,0,0
24,4,2013-12-19,14895,1172,1,1,0,0
25,4,2013-12-19,15790,2137,1,1,0,0
26,4,2013-12-19,12408,920,1,1,0,0
27,4,2013-12-19,14694,1559,1,1,0,0
28,4,2013-12-19,9728,914,1,1,0,0
29,4,2013-12-19,10216,818,1,1,0,0
30,4,2013-12-19,8578,1185,1,1,0,0
31,4,2013-12-19,9929,831,1,1,0,0
32,4,2013-12-19,6626,716,1,1,0,0
33,4,2013-12-19,10871,982,1,1,0,0
34,4,2013-12-19,11461,1334,1,1,0,0
35,4,2013-12-19,13951,945,1,1,0,0
36,4,2013-12-19,12204,1277,1,1,0,0
37,4,2013-12-19,11941,1157,1,1,0,0
38,4,2013-12-19,7980,667,1,1,0,0
39,4,2013-12-19,6863,837,1,1,0,0
40,4,2013-12-19,7341,1067,1,1,0,0
41,4,2013-12-19,8617,563,1,1,0,0
42,4,2013-12-19,14838,1429,1,1,0,0
43,4,2013-12-19,10637,905,1,1,0,0
44,4,2013-12-19,8422,878,1,1,0,0
45,4,2013-12-19,8802,634,1,1,0,0
46,4,2013-12-19,8272,936,1,1,0,0
47,4,2013-12-19,10010,1105,1,1,0,1
48,4,2013-12-19,5252,548,1,1,0,1
49,4,2013-12-19,11121,787,1,1,0,0
50,4,2013-12-19,5956,465,1,1,0,0
51,4,2013-12-19,11354,696,1,1,0,0
52,4,2013-12-19,13870,815,1,1,0,0
53,4,2013-12-19,8808,848,1,1,0,0
54,4,2013-12-19,13183,1038,1,1,0,0
55,4,2013-12-19,7924,815,1,1,0,0
56,4,2013-12-19,10396,640,1,1,0,0
57,4,2013-12-19,19928,1540,1,1,0,0
58,4,2013-12-19,8962,692,1,1,0,0
59,4,2013-12-19,7919,750,1,1,0,0
60,4,2013-12-19,13556,1074,1,1,0,0
61,4,2013-12-19,6788,760,1,1,0,0
62,4,2013-12-19,9476,986,1,1,0,0
63,4,2013-12-19,11973,923,1,1,0,0
64,4,2013-12-19,17985,1243,1,1,0,0
65,4,2013-12-19,9957,721,1,1,0,0
66,4,2013-12-19,8505,665,1,1,0,0
67,4,2013-12-19,11042,1080,1,1,0,0
68,4,2013-12-19,12151,1735,1,1,0,0
69,4,2013-12-19,15856,1746,1,1,0,0
70,4,2013-12-19,10619,1018,1,1,0,0
71,4,2013-12-19,14506,1137,1,1,0,0
72,4,2013-12-19,6714,635,1,1,0,0
73,4,2013-12-19,6698,691,1,1,0,0
74,4,2013-12-19,10227,1310,1,1,0,0
75,4,2013-12-19,9255,883,1,1,0,0
76,4,2013-12-19,14941,1319,1,1,0,0
77,4,2013-12-19,11789,948,1,1,0,0
78,4,2013-12-19,5600,674,1,1,0,0
79,4,2013-12-19,8276,807,1,1,0,0
80,4,2013-12-19,11934,826,1,1,0,0
81,4,2013-12-19,8863,698,1,1,0,0
82,4,2013-12-19,16904,1437,1,1,0,0
83,4,2013-12-19,5829,455,1,1,0,0
84,4,2013-12-19,18176,1844,1,1,0,0
85,4,2013-12-19,8730,1096,1,1,0,0
86,4,2013-12-19,7929,894,1,1,0,0
87,4,2013-12-19,8137,928,1,1,0,0
88,4,2013-12-19,9467,862,1,1,0,0
89,4,2013-12-19,8137,856,1,1,0,0
90,4,2013-12-19,11338,1401,1,1,0,0
91,4,2013-12-19,10499,1100,1,1,0,0
92,4,2013-12-19,8673,708,1,1,0,0
93,4,2013-12-19,11067,940,1,1,0,0
94,4,2013-12-19,11042,933,1,1,0,0
95,4,2013-12-19,13670,1307,1,1,0,0
96,4,2013-12-19,9409,860,1,1,0,0
97,4,2013-12-19,11856,1091,1,1,0,0
98,4,2013-12-19,8554,671,1,1,0,0
99,4,2013-12-19,7784,665,1,1,0,0
1,3,2013-12-18,7821,828,1,1,0,0
2,3,2013-12-18,10019,1011,1,1,0,0
3,3,2013-12-18,12564,1198,1,1,0,0
4,3,2013-12-18,13440,1704,1,1,0,0
5,3,2013-12-18,9315,881,1,1,0,0
6,3,2013-12-18,7958,847,1,1,0,0
7,3,2013-12-18,12917,1267,1,1,0,0
8,3,2013-12-18,8575,892,1,1,0,0
9,3,2013-12-18,8672,674,1,1,0,0
10,3,2013-12-18,7893,737,1,1,0,0
11,3,2013-12-18,19659,2247,1,1,0,0
12,3,2013-12-18,13211,1361,1,1,0,0
13,3,2013-12-18,8187,548,1,1,0,0
14,3,2013-12-18,8494,846,1,1,0,0
15,3,2013-12-18,10233,871,1,1,0,0
16,3,2013-12-18,12259,1177,1,1,0,0
17,3,2013-12-18,12929,1325,1,1,0,0
18,3,2013-12-18,10431,990,1,1,0,0
19,3,2013-12-18,9932,887,1,1,0,0
20,3,2013-12-18,11491,1141,1,1,0,0
21,3,2013-12-18,8707,685,1,1,0,0
22,3,2013-12-18,7091,708,1,1,0,0
23,3,2013-12-18,10742,768,1,1,0,0
24,3,2013-12-18,16182,1296,1,1,0,0
25,3,2013-12-18,14963,2030,1,1,0,0
26,3,2013-12-18,11762,798,1,1,0,0
27,3,2013-12-18,16440,1727,1,1,0,0
28,3,2013-12-18,10122,887,1,1,0,0
29,3,2013-12-18,10103,826,1,1,0,0
30,3,2013-12-18,9501,1189,1,1,0,0
31,3,2013-12-18,9945,828,1,1,0,0
32,3,2013-12-18,6610,686,1,1,0,0
33,3,2013-12-18,12073,1032,1,1,0,0
34,3,2013-12-18,11856,1325,1,1,0,0
35,3,2013-12-18,13191,925,1,1,0,0
36,3,2013-12-18,11026,1204,1,1,0,0
37,3,2013-12-18,11728,1091,1,1,0,0
38,3,2013-12-18,9124,731,1,1,0,0
39,3,2013-12-18,8536,987,1,1,0,0
40,3,2013-12-18,8581,1107,1,1,0,0
41,3,2013-12-18,7531,480,1,1,0,0
42,3,2013-12-18,18142,1656,1,1,0,0
43,3,2013-12-18,12632,949,1,1,0,0
44,3,2013-12-18,8616,905,1,1,0,0
45,3,2013-12-18,8040,564,1,1,0,0
46,3,2013-12-18,9073,870,1,1,0,0
47,3,2013-12-18,10887,1284,1,1,0,0
48,3,2013-12-18,5957,609,1,1,0,0
49,3,2013-12-18,12271,777,1,1,0,0
50,3,2013-12-18,7222,507,1,1,0,0
51,3,2013-12-18,9015,581,1,1,0,0
52,3,2013-12-18,13202,781,1,1,0,0
53,3,2013-12-18,9616,918,1,1,0,0
54,3,2013-12-18,12759,988,1,1,0,0
55,3,2013-12-18,7724,877,1,1,0,0
56,3,2013-12-18,9778,607,1,1,0,0
57,3,2013-12-18,18905,1492,1,1,0,0
58,3,2013-12-18,9697,677,1,1,0,0
59,3,2013-12-18,9302,767,1,1,0,0
60,3,2013-12-18,14510,1141,1,1,0,0
61,3,2013-12-18,6906,743,1,1,0,0
62,3,2013-12-18,9312,958,1,1,0,0
63,3,2013-12-18,11615,873,1,1,0,0
64,3,2013-12-18,16524,1094,1,1,0,0
65,3,2013-12-18,9133,642,1,1,0,0
66,3,2013-12-18,8207,636,1,1,0,0
67,3,2013-12-18,12102,1139,1,1,0,0
68,3,2013-12-18,12966,1794,1,1,0,0
69,3,2013-12-18,17148,1781,1,1,0,0
70,3,2013-12-18,10866,1005,1,1,0,0
71,3,2013-12-18,15820,1138,1,1,0,0
72,3,2013-12-18,7478,638,1,1,0,0
73,3,2013-12-18,7305,726,1,1,0,0
74,3,2013-12-18,11676,1409,1,1,0,0
75,3,2013-12-18,9178,818,1,1,0,0
76,3,2013-12-18,15021,1235,1,1,0,0
77,3,2013-12-18,10457,871,1,1,0,0
78,3,2013-12-18,6749,721,1,1,0,0
79,3,2013-12-18,8132,738,1,1,0,0
80,3,2013-12-18,10903,748,1,1,0,0
81,3,2013-12-18,8145,653,1,1,0,0
82,3,2013-12-18,17736,1438,1,1,0,0
83,3,2013-12-18,5985,485,1,1,0,0
84,3,2013-12-18,21903,2156,1,1,0,0
85,3,2013-12-18,8347,1049,1,1,0,0
86,3,2013-12-18,7987,883,1,1,0,0
87,3,2013-12-18,7698,887,1,1,0,0
88,3,2013-12-18,10744,917,1,1,0,0
89,3,2013-12-18,9154,871,1,1,0,0
90,3,2013-12-18,13332,1513,1,1,0,0
91,3,2013-12-18,10615,1059,1,1,0,0
92,3,2013-12-18,9677,756,1,1,0,0
93,3,2013-12-18,10672,930,1,1,0,0
94,3,2013-12-18,11576,878,1,1,0,0
95,3,2013-12-18,14557,1306,1,1,0,0
96,3,2013-12-18,9939,896,1,1,0,0
97,3,2013-12-18,11455,957,1,1,0,0
98,3,2013-12-18,7634,624,1,1,0,0
99,3,2013-12-18,8158,614,1,1,0,0
1,2,2013-12-17,7356,808,1,1,0,0
2,2,2013-12-17,10374,882,1,1,0,0
3,2,2013-12-17,14555,1284,1,1,0,0
4,2,2013-12-17,14471,1791,1,1,0,0
5,2,2013-12-17,9413,812,1,1,0,0
6,2,2013-12-17,9041,890,1,1,0,0
7,2,2013-12-17,14900,1340,1,1,0,0
8,2,2013-12-17,9375,886,1,1,0,0
9,2,2013-12-17,9620,746,1,1,0,0
10,2,2013-12-17,8109,774,1,1,0,0
11,2,2013-12-17,18351,2072,1,1,0,0
12,2,2013-12-17,13145,1342,1,1,0,0
13,2,2013-12-17,8873,575,1,1,0,0
14,2,2013-12-17,8580,909,1,1,0,0
15,2,2013-12-17,11383,884,1,1,0,0
16,2,2013-12-17,13073,1220,1,1,0,0
17,2,2013-12-17,14280,1416,1,1,0,0
18,2,2013-12-17,10795,938,1,1,0,0
19,2,2013-12-17,10554,852,1,1,0,0
20,2,2013-12-17,12849,1169,1,1,0,0
21,2,2013-12-17,9607,750,1,1,0,0
22,2,2013-12-17,7467,724,1,1,0,0
23,2,2013-12-17,10514,720,1,1,0,0
24,2,2013-12-17,16666,1280,1,1,0,0
25,2,2013-12-17,17391,2234,1,1,0,0
26,2,2013-12-17,11155,777,1,1,0,0
27,2,2013-12-17,19313,1870,1,1,0,0
28,2,2013-12-17,11031,962,1,1,0,0
29,2,2013-12-17,11765,873,1,1,0,0
30,2,2013-12-17,10752,1354,1,1,0,0
31,2,2013-12-17,9535,816,1,1,0,0
32,2,2013-12-17,7041,728,1,1,0,0
33,2,2013-12-17,12697,1052,1,1,0,0
34,2,2013-12-17,12648,1325,1,1,0,0
35,2,2013-12-17,14557,940,1,1,0,0
36,2,2013-12-17,12459,1252,1,1,0,0
37,2,2013-12-17,13139,1116,1,1,0,0
38,2,2013-12-17,10685,759,1,1,0,0
39,2,2013-12-17,8107,897,1,1,0,0
40,2,2013-12-17,9464,1200,1,1,0,0
41,2,2013-12-17,8585,551,1,1,0,0
42,2,2013-12-17,16438,1527,1,1,0,0
43,2,2013-12-17,13280,1016,1,1,0,0
44,2,2013-12-17,10156,979,1,1,0,0
45,2,2013-12-17,8394,559,1,1,0,0
46,2,2013-12-17,9064,934,1,1,0,0
47,2,2013-12-17,11289,1294,1,1,0,0
48,2,2013-12-17,6947,635,1,1,0,0
49,2,2013-12-17,11600,736,1,1,0,0
50,2,2013-12-17,6560,475,1,1,0,0
51,2,2013-12-17,9700,600,1,1,0,0
52,2,2013-12-17,13454,783,1,1,0,0
53,2,2013-12-17,10232,882,1,1,0,0
54,2,2013-12-17,13788,1095,1,1,0,0
55,2,2013-12-17,9379,906,1,1,0,0
56,2,2013-12-17,9679,579,1,1,0,0
57,2,2013-12-17,22914,1750,1,1,0,0
58,2,2013-12-17,9892,654,1,1,0,0
59,2,2013-12-17,9703,796,1,1,0,0
60,2,2013-12-17,15936,1168,1,1,0,0
61,2,2013-12-17,8137,828,1,1,0,0
62,2,2013-12-17,10634,1039,1,1,0,0
63,2,2013-12-17,10798,817,1,1,0,0
64,2,2013-12-17,17027,1072,1,1,0,0
65,2,2013-12-17,10660,809,1,1,0,0
66,2,2013-12-17,9471,665,1,1,0,0
67,2,2013-12-17,13064,1145,1,1,0,0
68,2,2013-12-17,13036,1754,1,1,0,0
69,2,2013-12-17,17727,1798,1,1,0,0
70,2,2013-12-17,10713,950,1,1,0,0
71,2,2013-12-17,16880,1198,1,1,0,0
72,2,2013-12-17,7284,675,1,1,0,0
73,2,2013-12-17,7970,740,1,1,0,0
74,2,2013-12-17,11912,1375,1,1,0,0
75,2,2013-12-17,9296,841,1,1,0,0
76,2,2013-12-17,14705,1263,1,1,0,0
77,2,2013-12-17,12104,897,1,1,0,0
78,2,2013-12-17,6798,726,1,1,0,0
79,2,2013-12-17,10035,872,1,1,0,0
80,2,2013-12-17,10738,720,1,1,0,0
81,2,2013-12-17,9081,677,1,1,0,0
82,2,2013-12-17,18147,1423,1,1,0,0
83,2,2013-12-17,5730,434,1,1,0,0
84,2,2013-12-17,21496,1982,1,1,0,0
85,2,2013-12-17,9498,1080,1,1,0,0
86,2,2013-12-17,9397,1003,1,1,0,0
87,2,2013-12-17,9158,992,1,1,0,0
88,2,2013-12-17,12464,1030,1,1,0,0
89,2,2013-12-17,9349,894,1,1,0,0
90,2,2013-12-17,14157,1599,1,1,0,0
91,2,2013-12-17,11995,1111,1,1,0,0
92,2,2013-12-17,10290,784,1,1,0,0
93,2,2013-12-17,12099,964,1,1,0,0
94,2,2013-12-17,11413,893,1,1,0,0
95,2,2013-12-17,16358,1490,1,1,0,0
96,2,2013-12-17,11517,987,1,1,0,0
97,2,2013-12-17,12337,1049,1,1,0,0
98,2,2013-12-17,8488,583,1,1,0,0
99,2,2013-12-17,8964,722,1,1,0,0
1,1,2013-12-16,8277,825,1,1,0,0
2,1,2013-12-16,10479,925,1,1,0,0
3,1,2013-12-16,14647,1282,1,1,0,0
4,1,2013-12-16,16843,1970,1,1,0,0
5,1,2013-12-16,11692,968,1,1,0,0
6,1,2013-12-16,11139,1109,1,1,0,0
7,1,2013-12-16,18413,1490,1,1,0,0
8,1,2013-12-16,10322,1001,1,1,0,0
9,1,2013-12-16,11444,865,1,1,0,0
10,1,2013-12-16,9123,853,1,1,0,0
11,1,2013-12-16,20943,2197,1,1,0,0
12,1,2013-12-16,16747,1617,1,1,0,0
13,1,2013-12-16,10455,649,1,1,0,0
14,1,2013-12-16,10520,985,1,1,0,0
15,1,2013-12-16,13392,1002,1,1,0,0
16,1,2013-12-16,15288,1347,1,1,0,0
17,1,2013-12-16,17845,1525,1,1,0,0
18,1,2013-12-16,14671,1148,1,1,0,0
19,1,2013-12-16,12729,1023,1,1,0,0
20,1,2013-12-16,12595,1231,1,1,0,0
21,1,2013-12-16,13012,877,1,1,0,0
22,1,2013-12-16,8520,721,1,1,0,0
23,1,2013-12-16,13460,908,1,1,0,0
24,1,2013-12-16,21022,1462,1,1,0,0
25,1,2013-12-16,18854,2267,1,1,0,0
26,1,2013-12-16,16562,1030,1,1,0,0
27,1,2013-12-16,22589,1978,1,1,0,0
28,1,2013-12-16,12958,1089,1,1,0,0
29,1,2013-12-16,15758,1091,1,1,0,0
30,1,2013-12-16,11074,1362,1,1,0,0
31,1,2013-12-16,12192,915,1,1,0,0
32,1,2013-12-16,7800,784,1,1,0,0
33,1,2013-12-16,14721,1184,1,1,0,0
34,1,2013-12-16,13357,1454,1,1,0,0
35,1,2013-12-16,18320,1076,1,1,0,0
36,1,2013-12-16,12841,1363,1,1,0,0
37,1,2013-12-16,14688,1223,1,1,0,0
38,1,2013-12-16,13244,936,1,1,0,0
39,1,2013-12-16,12004,1170,1,1,0,0
40,1,2013-12-16,9971,1213,1,1,0,0
41,1,2013-12-16,10672,663,1,1,0,0
42,1,2013-12-16,21915,1852,1,1,0,0
43,1,2013-12-16,14229,1063,1,1,0,0
44,1,2013-12-16,12037,1097,1,1,0,0
45,1,2013-12-16,9832,600,1,1,0,0
46,1,2013-12-16,11652,1076,1,1,0,0
47,1,2013-12-16,13241,1436,1,1,0,0
48,1,2013-12-16,7183,680,1,1,0,0
49,1,2013-12-16,14453,840,1,1,0,0
50,1,2013-12-16,9178,609,1,1,0,0
51,1,2013-12-16,10418,657,1,1,0,0
52,1,2013-12-16,17556,925,1,1,0,0
53,1,2013-12-16,11947,1033,1,1,0,0
54,1,2013-12-16,15547,1129,1,1,0,0
55,1,2013-12-16,10468,1008,1,1,0,0
56,1,2013-12-16,10596,625,1,1,0,0
57,1,2013-12-16,29138,2009,1,1,0,0
58,1,2013-12-16,12744,839,1,1,0,0
59,1,2013-12-16,12168,941,1,1,0,0
60,1,2013-12-16,19017,1343,1,1,0,0
61,1,2013-12-16,8425,860,1,1,0,0
62,1,2013-12-16,11771,1086,1,1,0,0
63,1,2013-12-16,12501,931,1,1,0,0
64,1,2013-12-16,22227,1290,1,1,0,0
65,1,2013-12-16,12672,828,1,1,0,0
66,1,2013-12-16,10462,737,1,1,0,0
67,1,2013-12-16,17482,1358,1,1,0,0
68,1,2013-12-16,12733,1733,1,1,0,0
69,1,2013-12-16,20324,1872,1,1,0,0
70,1,2013-12-16,15012,1239,1,1,0,0
71,1,2013-12-16,20126,1332,1,1,0,0
72,1,2013-12-16,10078,836,1,1,0,0
73,1,2013-12-16,10002,850,1,1,0,0
74,1,2013-12-16,14983,1596,1,1,0,0
75,1,2013-12-16,9835,918,1,1,0,0
76,1,2013-12-16,20167,1536,1,1,0,0
77,1,2013-12-16,15295,1048,1,1,0,0
78,1,2013-12-16,8360,830,1,1,0,0
79,1,2013-12-16,11642,960,1,1,0,0
80,1,2013-12-16,13433,876,1,1,0,0
81,1,2013-12-16,10749,724,1,1,0,0
82,1,2013-12-16,21882,1617,1,1,0,0
83,1,2013-12-16,7344,550,1,1,0,0
84,1,2013-12-16,26729,2232,1,1,0,0
85,1,2013-12-16,11113,1219,1,1,0,0
86,1,2013-12-16,10702,1054,1,1,0,0
87,1,2013-12-16,11171,1191,1,1,0,0
88,1,2013-12-16,16525,1189,1,1,0,0
89,1,2013-12-16,11209,989,1,1,0,0
90,1,2013-12-16,18470,1835,1,1,0,0
91,1,2013-12-16,13735,1168,1,1,0,0
92,1,2013-12-16,13253,919,1,1,0,0
93,1,2013-12-16,13780,1049,1,1,0,0
94,1,2013-12-16,16420,1147,1,1,0,0
95,1,2013-12-16,19584,1715,1,1,0,0
96,1,2013-12-16,14954,1165,1,1,0,0
97,1,2013-12-16,15488,1182,1,1,0,0
98,1,2013-12-16,10166,671,1,1,0,0
99,1,2013-12-16,10239,760,1,1,0,0
1,7,2013-12-15,0,0,0,0,0,0
2,7,2013-12-15,0,0,0,0,0,0
3,7,2013-12-15,0,0,0,0,0,0
4,7,2013-12-15,0,0,0,0,0,0
5,7,2013-12-15,0,0,0,0,0,0
6,7,2013-12-15,0,0,0,0,0,0
7,7,2013-12-15,0,0,0,0,0,0
8,7,2013-12-15,0,0,0,0,0,0
9,7,2013-12-15,0,0,0,0,0,0
10,7,2013-12-15,0,0,0,0,0,0
11,7,2013-12-15,0,0,0,0,0,0
12,7,2013-12-15,0,0,0,0,0,0
13,7,2013-12-15,0,0,0,0,0,0
14,7,2013-12-15,0,0,0,0,0,0
15,7,2013-12-15,0,0,0,0,0,0
16,7,2013-12-15,0,0,0,0,0,0
17,7,2013-12-15,0,0,0,0,0,0
18,7,2013-12-15,0,0,0,0,0,0
19,7,2013-12-15,0,0,0,0,0,0
20,7,2013-12-15,0,0,0,0,0,0
21,7,2013-12-15,0,0,0,0,0,0
22,7,2013-12-15,0,0,0,0,0,0
23,7,2013-12-15,0,0,0,0,0,0
24,7,2013-12-15,0,0,0,0,0,0
25,7,2013-12-15,0,0,0,0,0,0
26,7,2013-12-15,0,0,0,0,0,0
27,7,2013-12-15,0,0,0,0,0,0
28,7,2013-12-15,0,0,0,0,0,0
29,7,2013-12-15,0,0,0,0,0,0
30,7,2013-12-15,0,0,0,0,0,0
31,7,2013-12-15,0,0,0,0,0,0
32,7,2013-12-15,0,0,0,0,0,0
33,7,2013-12-15,0,0,0,0,0,0
34,7,2013-12-15,0,0,0,0,0,0
35,7,2013-12-15,0,0,0,0,0,0
36,7,2013-12-15,0,0,0,0,0,0
37,7,2013-12-15,0,0,0,0,0,0
38,7,2013-12-15,0,0,0,0,0,0
39,7,2013-12-15,0,0,0,0,0,0
40,7,2013-12-15,0,0,0,0,0,0
41,7,2013-12-15,0,0,0,0,0,0
42,7,2013-12-15,0,0,0,0,0,0
43,7,2013-12-15,0,0,0,0,0,0
44,7,2013-12-15,0,0,0,0,0,0
45,7,2013-12-15,0,0,0,0,0,0
46,7,2013-12-15,0,0,0,0,0,0
47,7,2013-12-15,0,0,0,0,0,0
48,7,2013-12-15,0,0,0,0,0,0
49,7,2013-12-15,0,0,0,0,0,0
50,7,2013-12-15,0,0,0,0,0,0
51,7,2013-12-15,0,0,0,0,0,0
52,7,2013-12-15,0,0,0,0,0,0
53,7,2013-12-15,0,0,0,0,0,0
54,7,2013-12-15,0,0,0,0,0,0
55,7,2013-12-15,0,0,0,0,0,0
56,7,2013-12-15,0,0,0,0,0,0
57,7,2013-12-15,0,0,0,0,0,0
58,7,2013-12-15,0,0,0,0,0,0
59,7,2013-12-15,0,0,0,0,0,0
60,7,2013-12-15,0,0,0,0,0,0
61,7,2013-12-15,0,0,0,0,0,0
62,7,2013-12-15,0,0,0,0,0,0
63,7,2013-12-15,0,0,0,0,0,0
64,7,2013-12-15,0,0,0,0,0,0
65,7,2013-12-15,0,0,0,0,0,0
66,7,2013-12-15,0,0,0,0,0,0
67,7,2013-12-15,0,0,0,0,0,0
68,7,2013-12-15,0,0,0,0,0,0
69,7,2013-12-15,0,0,0,0,0,0
70,7,2013-12-15,0,0,0,0,0,0
71,7,2013-12-15,0,0,0,0,0,0
72,7,2013-12-15,0,0,0,0,0,0
73,7,2013-12-15,0,0,0,0,0,0
74,7,2013-12-15,0,0,0,0,0,0
75,7,2013-12-15,0,0,0,0,0,0
76,7,2013-12-15,0,0,0,0,0,0
77,7,2013-12-15,0,0,0,0,0,0
78,7,2013-12-15,0,0,0,0,0,0
79,7,2013-12-15,0,0,0,0,0,0
80,7,2013-12-15,0,0,0,0,0,0
81,7,2013-12-15,0,0,0,0,0,0
82,7,2013-12-15,0,0,0,0,0,0
83,7,2013-12-15,0,0,0,0,0,0
84,7,2013-12-15,0,0,0,0,0,0
85,7,2013-12-15,13491,1739,1,0,0,0
86,7,2013-12-15,0,0,0,0,0,0
87,7,2013-12-15,0,0,0,0,0,0
88,7,2013-12-15,0,0,0,0,0,0
89,7,2013-12-15,0,0,0,0,0,0
90,7,2013-12-15,0,0,0,0,0,0
91,7,2013-12-15,0,0,0,0,0,0
92,7,2013-12-15,0,0,0,0,0,0
93,7,2013-12-15,0,0,0,0,0,0
94,7,2013-12-15,0,0,0,0,0,0
95,7,2013-12-15,0,0,0,0,0,0
96,7,2013-12-15,0,0,0,0,0,0
97,7,2013-12-15,0,0,0,0,0,0
98,7,2013-12-15,0,0,0,0,0,0
99,7,2013-12-15,0,0,0,0,0,0
1,6,2013-12-14,6119,743,1,0,0,0
2,6,2013-12-14,3236,353,1,0,0,0
3,6,2013-12-14,6688,721,1,0,0,0
4,6,2013-12-14,12110,1643,1,0,0,0
5,6,2013-12-14,2014,225,1,0,0,0
6,6,2013-12-14,5885,597,1,0,0,0
7,6,2013-12-14,7511,698,1,0,0,0
8,6,2013-12-14,3346,369,1,0,0,0
9,6,2013-12-14,6208,558,1,0,0,0
10,6,2013-12-14,5689,575,1,0,0,0
11,6,2013-12-14,12673,1549,1,0,0,0
12,6,2013-12-14,8452,997,1,0,0,0
13,6,2013-12-14,5078,388,1,0,0,0
14,6,2013-12-14,3806,444,1,0,0,0
